Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,IWeaponAttack,2,0,3,2,29,3,3,0,-1.0,8,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,ParticleWeaponAttack,2,1,6,6,43,10,0,1,0.6666666666666666,3,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,Loader,0,0,4,4,26,7,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,SweepWeaponAttack,2,1,6,6,47,10,0,1,0.6666666666666666,5,6
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,Loader,0,0,4,4,14,4,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ArmorUtil,0,0,7,6,87,14,0,0,-1.0,3,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifiableItemUtil,1,0,4,3,111,25,0,0,1.0,2,6
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifierLootingHandler,2,0,5,3,80,13,0,0,0.4,5,12
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifierUtil,2,1,27,27,345,62,0,0,0.7407407407407407,46,16
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolAttackUtil,4,1,14,11,323,65,0,0,0.21428571428571427,13,11
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolBuildHandler,2,0,7,5,141,25,0,0,0.5714285714285714,9,16
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolDamageUtil,0,0,13,12,184,33,0,0,-1.0,31,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolHarvestLogic,0,0,9,6,189,35,0,0,-1.0,6,11
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,TooltipBuilder,6,0,15,14,158,23,0,0,0.13333333333333333,2,8
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,TooltipUtil,15,8,26,22,525,95,0,0,0.46153846153846156,11,22
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ArmorUtilMathTest,0,0,6,0,106,26,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolHarvestLogicTest,1,0,5,0,36,5,0,0,0.4,0,8
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,IndestructibleItemEntity,0,0,9,8,64,11,0,0,-1.0,4,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,SlotType,14,4,21,21,220,30,0,0,0.19047619047619047,45,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,SlotCount,2,0,8,8,76,14,0,0,0.5,10,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,ToolPredicate,15,1,11,9,190,37,0,0,0.36363636363636365,2,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,Builder,7,0,4,3,54,4,0,0,0.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,IModifiable,6,0,2,0,44,3,1,0,-1.0,16,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,IModifiableDisplay,0,0,2,0,16,2,3,1,-1.0,6,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ITinkerStationDisplay,0,0,4,0,37,4,1,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableArmorItem,5,3,38,38,223,61,0,2,0.8421052631578947,3,15
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableItem,2,0,49,48,300,84,1,2,0.7959183673469388,4,21
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableLauncherItem,4,2,41,40,169,46,0,2,0.8536585365853658,1,15
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableStaffItem,0,0,3,3,14,3,0,3,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ToolItemDurabilityTest,0,0,4,0,29,4,0,1,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ToolItemHarvestTest,0,0,4,0,20,4,0,1,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ToolItemTest,2,0,5,0,30,6,2,0,0.4,0,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutIcon,4,2,17,17,142,26,2,0,0.47058823529411764,9,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,ItemStackIcon,1,0,3,3,25,5,0,1,0.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,PatternIcon,1,0,3,3,21,4,0,1,0.0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,Serializer,0,0,2,2,23,5,0,0,-1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutSlot,6,1,6,6,80,10,0,0,0.3333333333333333,9,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,Patterns,8,8,2,0,24,2,0,0,1.0,2,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayout,16,1,27,26,237,35,0,0,0.18518518518518517,11,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,Builder,6,0,14,13,95,14,0,0,0.14285714285714285,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayoutLoader,6,2,13,8,117,17,0,0,0.38461538461538464,9,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,IngredientSerializer,0,0,2,2,11,2,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,UpdateTinkerSlotLayoutsPacket,1,0,3,3,23,5,0,0,0.0,3,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutIconTest,0,0,12,0,96,12,0,0,-1.0,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayoutLoaderTest,1,0,8,0,131,8,0,0,0.375,1,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayoutTest,0,0,2,0,38,2,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,UpdateTinkerSlotLayoutsPacketTest,0,0,1,0,40,1,0,0,-1.0,0,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,DummyToolStack,3,0,11,11,39,11,0,2,1.0,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IModDataView,1,0,6,5,30,6,1,1,-1.0,22,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,INamespacedNBTView,0,0,8,0,68,8,2,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IToolContext,0,0,13,0,76,13,1,0,-1.0,13,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IToolStackView,0,0,10,0,48,10,2,1,-1.0,249,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialIdNBT,2,0,8,8,99,15,0,0,0.25,7,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialNBT,3,1,12,12,131,20,0,0,0.5,23,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,1,0,4,4,31,4,0,0,0.0,41,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModDataNBT,0,0,7,6,50,9,0,2,-1.0,51,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModifierNBT,5,3,13,13,209,35,0,0,0.38461538461538464,34,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,1,0,5,5,64,9,0,0,0.8,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MultiplierNBT,4,2,12,12,143,23,0,0,0.16666666666666666,11,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,1,0,2,2,25,4,0,0,0.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Serializer,0,0,2,2,21,4,0,0,-1.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,NamespacedNBT,1,0,15,15,104,15,1,1,0.13333333333333333,22,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,StatsNBT,5,2,17,13,198,32,0,0,0.47058823529411764,27,6
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,1,0,2,2,23,3,0,0,0.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Serializer,0,0,3,2,28,5,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStack,27,9,48,38,656,96,0,2,0.041666666666666664,73,22
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialNBTTest,3,2,7,0,46,7,0,0,0.8571428571428571,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModDataNBTTest,2,0,4,0,53,6,0,0,0.5,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModifierNBTest,0,0,10,0,76,10,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MultiplierNBTTest,0,0,9,0,69,9,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,StatsNBTTest,0,0,10,0,76,10,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStackTest,1,0,37,0,281,37,0,0,0.972972972972973,0,13
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,IMaterialItem,0,0,7,0,69,11,3,0,-1.0,28,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,IRepairKitItem,0,0,1,0,9,1,0,1,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,IToolPart,0,0,2,0,13,2,1,1,-1.0,6,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,MaterialItem,1,0,9,6,115,31,1,1,0.4444444444444444,1,11
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,ToolPartItem,5,2,4,3,75,14,0,2,0.0,2,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,FloatToolStat,8,0,18,18,106,19,0,2,0.5555555555555556,16,6
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,FloatBuilder,2,0,0,0,13,0,0,0,-1.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,INumericToolStat,0,0,6,0,36,6,1,1,-1.0,13,1
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,IToolStat,0,0,21,0,136,21,3,0,-1.0,26,2
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,MaxToolStat,5,0,15,15,68,16,0,1,0.6666666666666666,0,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,TierBuilder,1,0,0,0,6,0,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ModifierStatsBuilder,3,0,8,6,101,15,0,0,0.25,21,4
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStatId,0,0,4,4,27,4,0,0,-1.0,7,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStats,16,15,7,6,138,12,0,0,0.2857142857142857,81,7
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStatsBuilder,1,0,11,7,125,18,0,0,0.6363636363636364,6,10
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolTierStat,2,0,13,13,79,18,0,1,0.5384615384615384,1,5
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,TierBuilder,1,0,0,0,6,0,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStatsModifierBuilderTest,1,0,18,0,121,18,0,0,0.3888888888888889,0,3
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,BlockSideHitListener,2,0,4,2,38,5,0,0,0.5,3,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,DomainDisplayName,3,0,6,3,57,7,0,0,0.8333333333333334,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,GenericTagUtil,0,0,4,3,52,10,0,0,-1.0,4,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,HarvestTiers,2,1,7,5,67,10,0,0,0.8571428571428571,4,2
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,JsonUtils,0,0,15,14,139,20,0,0,-1.0,27,2
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,MutableUseOnContext,2,0,4,4,25,4,0,0,0.5,2,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,NBTTags,2,2,1,0,15,1,0,0,0.0,10,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,RestrictedCompoundTag,2,0,15,14,156,24,0,0,0.4,8,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,RomanNumeralHelper,2,0,3,1,91,19,0,0,0.6666666666666666,1,2
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,SafeClientAccess,0,0,3,3,40,7,0,0,-1.0,6,1
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,ClientOnly,0,0,1,1,20,4,0,0,-1.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,SlimeBounceHandler,8,0,7,4,155,25,0,0,0.42857142857142855,5,2
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,BounceInfo,7,0,1,1,44,2,0,0,0.0,1,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,TagUtil,0,0,4,4,51,6,0,0,-1.0,9,1
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,TeleportHelper,0,0,2,1,36,6,0,0,-1.0,3,1
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,ITeleportEventFactory,0,0,1,0,6,1,0,0,-1.0,4,0
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,Util,6,6,14,14,119,17,0,0,0.9285714285714286,54,2
TinkersConstructRefactor,slimeknights.tconstruct.mixin,DataFixersMixin,0,0,2,0,11,2,0,0,-1.0,1,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,AlloyRecipeCategory,9,1,6,6,82,11,0,0,0.5,2,7
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,IRecipeTooltipReplacement,1,0,2,0,25,3,0,0,-1.0,4,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,JEIPlugin,1,1,17,11,269,36,0,0,0.7058823529411765,2,36
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,GuiContainerTankHandler,0,0,1,1,8,1,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,MoldingRecipeCategory,9,0,6,6,54,10,0,0,0.8333333333333334,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,TConstructJEIConstants,15,15,4,3,31,4,0,0,1.0,16,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,AbstractCastingCategory,11,0,7,6,68,11,2,0,0.5714285714285714,0,4
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,CastingBasinCategory,1,0,3,3,12,3,0,1,1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,CastingTableCategory,1,0,3,3,12,3,0,1,1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,DefaultEntityMeltingRecipe,1,0,3,2,32,8,0,0,0.6666666666666666,0,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,EntityIngredientHelper,0,0,7,7,36,9,0,0,-1.0,2,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,EntityIngredientRenderer,3,0,4,4,38,5,0,0,0.75,2,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,EntityMeltingRecipeCategory,10,1,7,6,61,8,0,0,0.7142857142857143,0,8
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,SeveringCategory,5,1,4,4,25,4,0,0,1.0,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.fabric,FluidStackIngredientHelper,0,0,6,6,21,7,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.fabric,FluidStackRenderer,8,0,11,6,129,20,0,0,0.18181818181818182,1,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.fabric,JEITypes,1,1,3,3,14,3,0,0,1.0,10,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,AbstractMeltingCategory,11,2,6,5,84,10,3,0,0.6666666666666666,2,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingFluidCallback,1,1,2,1,23,3,0,0,1.0,4,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,FoundryCategory,2,0,4,4,22,4,0,1,1.0,0,8
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingCategory,13,0,6,5,89,11,0,1,0.6666666666666666,0,10
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingFluidCallback,1,0,1,0,23,2,0,1,0.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingFuelHandler,3,1,3,3,52,6,0,0,0.0,10,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.modifiers,ModifierIngredientHelper,0,0,7,7,26,8,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.modifiers,ModifierRecipeCategory,16,0,10,7,177,32,0,0,0.5,1,15
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.modifiers,ModifierWorktableCategory,6,0,6,6,46,11,0,0,0.8333333333333334,0,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,MaterialItemList,2,0,2,2,37,5,0,0,0.0,4,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,PartBuilderCategory,5,0,5,5,30,5,0,0,1.0,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,PatternIngredientHelper,0,0,6,6,26,7,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,PatternIngredientRenderer,1,1,2,2,18,4,0,0,1.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.transfer,CraftingStationTransferInfo,0,0,6,6,36,9,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.transfer,TinkerStationTransferInfo,0,0,6,6,26,7,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin,TinkersDisplay,6,0,9,9,49,9,0,0,0.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,AlloyDisplay,3,0,6,6,29,6,0,0,0.3333333333333333,1,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,AlloyRecipeCategory,8,1,6,6,101,11,0,1,0.8333333333333334,1,6
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,IRecipeTooltipReplacement,1,0,2,0,23,2,0,0,-1.0,7,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,MoldingRecipeCategory,9,0,5,5,53,9,0,1,0.8,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,MoldingRecipeDisplay,3,0,5,5,21,5,0,0,0.4,1,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,REIPlugin,0,0,13,6,165,22,0,0,-1.0,1,24
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,REIPluginServer,0,0,1,1,6,1,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,TConstructREIConstants,14,14,1,0,19,1,0,0,0.0,23,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,TinkersCategory,0,0,14,0,84,17,2,0,-1.0,10,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,AbstractCastingCategory,10,1,5,4,63,10,2,0,0.8,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingBasinCategory,1,0,3,3,12,3,0,1,1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingDisplay,4,0,7,7,29,7,0,0,0.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingTableCategory,1,0,3,3,12,3,0,1,1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityEntryDefinition,0,0,15,14,60,18,0,0,-1.0,3,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityEntryRenderer,4,1,2,2,36,3,0,0,1.0,4,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityMeltingRecipeCategory,9,1,9,8,77,11,0,0,0.6666666666666666,0,8
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityMeltingRecipeDisplay,3,0,3,3,15,3,0,0,0.6666666666666666,1,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,SeveringCategory,5,1,4,4,27,4,0,0,1.0,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,SeveringDisplay,3,0,2,2,12,2,0,0,1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,AbstractMeltingCategory,10,2,6,5,70,10,4,0,0.8333333333333334,4,4
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingFluidCallback,1,1,2,1,21,3,0,0,0.0,4,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,FoundryCategory,5,0,5,4,51,7,0,1,1.0,0,12
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingFluidCallback,1,0,1,0,9,1,0,1,0.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingCategory,13,0,5,4,98,10,0,1,0.8,0,11
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingFluidCallback,1,0,1,0,23,2,0,1,0.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingDisplay,7,0,1,1,17,1,0,0,0.0,3,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierEntryDefinition,0,0,18,17,60,19,0,0,-1.0,1,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierRecipeCategory,15,0,8,6,134,22,0,0,0.5,0,7
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierRecipeDisplay,9,0,12,12,72,12,0,0,0.25,4,4
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,Serializer,0,0,2,2,26,2,0,0,-1.0,0,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierWorktableCategory,6,0,6,6,50,12,0,0,0.8333333333333334,0,4
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierWorktableDisplay,3,0,2,2,22,4,0,0,1.0,1,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.partbuilder,PartBuilderCategory,5,0,5,5,30,5,0,0,1.0,0,5
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.partbuilder,PartBuilderDisplay,3,0,8,8,30,8,0,0,0.25,1,2
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.partbuilder,PatternEntryDefinition,0,0,14,13,48,15,0,0,-1.0,1,4
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.partbuilder,PatternEntryRenderer,1,1,2,2,20,3,0,0,1.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,CraftingStationMenuInfo,1,0,4,4,28,7,0,1,0.75,0,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,StationMenuInfo,0,0,3,0,34,6,2,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,TinkerStationMenuInfo,1,0,4,4,21,5,0,1,0.75,0,1
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.widgets,ArrowWidget,6,0,7,7,42,9,0,0,0.2857142857142857,0,0
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.widgets,TooltipWidget,4,0,5,5,41,11,0,0,0.4,0,1
TinkersConstructRefactor,slimeknights.tconstruct.shared,AchievementEvents,4,0,5,3,39,11,0,0,0.6,2,1
TinkersConstructRefactor,slimeknights.tconstruct.shared,CommonsClientEvents,1,0,6,2,66,9,0,0,0.0,2,7
TinkersConstructRefactor,slimeknights.tconstruct.shared,CommonsEvents,0,0,4,1,50,13,0,0,-1.0,2,3
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerClient,0,0,2,2,39,3,0,0,-1.0,1,22
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerCommons,35,33,4,2,79,4,0,0,0.5,31,20
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerDamageTypes,12,12,2,2,40,2,0,0,1.0,7,1
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerFood,8,8,2,1,35,7,0,0,1.0,2,0
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerMaterials,18,18,2,1,29,2,0,0,0.0,16,1
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,BetterPaneBlock,1,1,2,2,28,5,1,0,1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearGlassPaneBlock,0,0,4,3,17,4,1,1,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearStainedGlassBlock,5,0,9,7,62,9,0,0,0.2222222222222222,2,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearStainedGlassPaneBlock,1,0,2,2,10,2,0,2,0.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,GlowBlock,2,1,9,7,82,16,0,0,0.2222222222222222,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,OrientableBlock,1,1,5,4,21,5,0,0,0.4,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,PlatformBlock,3,1,11,6,115,18,2,0,0.36363636363636365,1,3
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,SlimesteelBlock,0,0,4,4,28,7,0,0,-1.0,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,TableBlock,3,0,8,6,34,8,0,0,0.375,0,0
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,WaxedPlatformBlock,1,0,3,2,19,4,0,1,0.6666666666666666,0,2
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,WeatheringPlatformBlock,1,0,9,6,58,14,0,1,0.3333333333333333,1,4
TinkersConstructRefactor,slimeknights.tconstruct.shared.block.entity,TableBlockEntity,0,0,8,5,56,12,0,0,-1.0,0,3
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,ClientGeneratePartTexturesCommand,5,0,6,1,189,24,0,0,0.3333333333333333,2,8
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,FluidParticle,3,0,8,3,49,8,0,0,0.375,0,1
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,Factory,0,0,1,1,9,1,0,0,-1.0,0,1
TinkersConstructRefactor,slimeknights.tconstruct.shared.command.argument,MaterialArgument,2,0,4,4,27,5,0,0,1.0,2,3
